age,job,marital,education,default,housing,loan,contact,month,poutcome,y
40,admin.,married,secondary,no,yes,no,cellular,jul,unknown,no
26,technician,married,secondary,no,no,yes,cellular,jul,unknown,yes
47,technician,married,secondary,no,no,no,cellular,jul,unknown,no
36,management,married,tertiary,no,yes,no,cellular,jul,unknown,no
57,blue-collar,married,primary,no,no,no,cellular,jul,unknown,no
51,technician,married,secondary,no,no,yes,cellular,jul,unknown,no
60,management,married,secondary,no,no,yes,cellular,jul,unknown,no
41,blue-collar,divorced,unknown,no,no,yes,cellular,jul,unknown,no
26,blue-collar,single,secondary,no,no,yes,cellular,jul,unknown,no
34,blue-collar,married,secondary,no,yes,no,cellular,jul,unknown,no
29,admin.,single,secondary,no,yes,no,cellular,jul,unknown,no
54,housemaid,married,primary,no,no,yes,telephone,jul,unknown,no
27,management,married,tertiary,no,no,yes,cellular,jul,unknown,no
35,retired,married,primary,no,no,yes,cellular,jul,unknown,no
59,management,married,tertiary,no,no,yes,cellular,jul,unknown,no
30,technician,single,secondary,no,no,yes,cellular,jul,unknown,no
25,blue-collar,single,secondary,no,no,yes,cellular,jul,unknown,yes
47,blue-collar,married,primary,no,no,yes,telephone,jul,unknown,no
27,services,married,secondary,no,yes,no,telephone,jul,unknown,no
45,admin.,divorced,unknown,no,no,no,telephone,jul,unknown,no
28,blue-collar,married,primary,no,no,yes,telephone,jul,unknown,no
45,admin.,married,secondary,no,yes,no,cellular,jul,unknown,no
36,management,single,tertiary,no,yes,yes,cellular,jul,unknown,no
37,blue-collar,married,secondary,no,yes,no,telephone,jul,unknown,no
32,management,single,tertiary,no,no,no,cellular,jul,unknown,no
44,blue-collar,married,primary,no,no,yes,cellular,jul,unknown,no
27,admin.,single,secondary,yes,no,yes,cellular,jul,unknown,no
25,blue-collar,single,secondary,no,no,yes,telephone,jul,unknown,no
30,services,single,secondary,no,no,yes,cellular,jul,unknown,no
26,housemaid,married,primary,no,no,yes,cellular,jul,unknown,no
39,self-employed,married,primary,no,no,no,telephone,jul,unknown,no
27,services,single,secondary,no,no,no,cellular,jul,unknown,no
41,blue-collar,married,primary,no,no,yes,telephone,jul,unknown,no
28,entrepreneur,single,tertiary,no,yes,no,cellular,jul,unknown,no
42,services,married,secondary,no,yes,no,cellular,jul,unknown,no
41,blue-collar,married,secondary,no,no,yes,cellular,jul,unknown,no
26,blue-collar,single,primary,no,no,yes,cellular,jul,unknown,no
29,technician,single,tertiary,no,no,yes,cellular,jul,unknown,no
44,self-employed,married,secondary,no,no,no,cellular,jul,unknown,no
55,admin.,married,secondary,no,no,no,telephone,jul,unknown,no
49,technician,married,secondary,no,no,yes,cellular,jul,unknown,no
34,blue-collar,married,primary,no,no,yes,cellular,jul,unknown,no
27,admin.,single,secondary,no,yes,no,telephone,jul,unknown,no
56,blue-collar,married,secondary,no,no,no,telephone,jul,unknown,no
60,housemaid,married,secondary,no,no,no,cellular,jul,unknown,no
59,retired,married,primary,no,no,no,telephone,jul,unknown,no
59,admin.,married,secondary,no,no,yes,cellular,jul,unknown,no
32,services,married,secondary,no,yes,no,cellular,jul,unknown,no
28,blue-collar,married,primary,no,yes,no,cellular,jul,unknown,no
58,management,married,tertiary,no,yes,no,cellular,jul,unknown,no
41,blue-collar,married,secondary,no,no,no,telephone,jul,unknown,no
49,technician,married,secondary,no,yes,yes,cellular,jul,unknown,no
47,management,married,tertiary,no,no,no,cellular,jul,unknown,no
43,technician,married,secondary,no,yes,no,cellular,jul,unknown,no
46,admin.,married,secondary,no,yes,yes,cellular,jul,unknown,no
56,technician,married,secondary,no,no,yes,cellular,jul,unknown,no
33,management,married,tertiary,no,yes,no,cellular,jul,unknown,no
52,management,married,secondary,no,no,no,cellular,jul,unknown,no
34,admin.,divorced,secondary,no,no,no,cellular,jul,unknown,no
32,blue-collar,married,secondary,no,yes,yes,cellular,jul,unknown,no
32,blue-collar,single,secondary,no,yes,no,cellular,jul,unknown,no
30,blue-collar,married,primary,no,yes,no,cellular,jul,unknown,no
47,blue-collar,married,secondary,no,no,no,cellular,jul,unknown,no
49,services,married,secondary,no,yes,no,telephone,jul,unknown,no
57,services,married,tertiary,no,no,no,telephone,jul,unknown,no
42,admin.,married,secondary,no,yes,no,cellular,jul,unknown,no
52,retired,married,secondary,no,no,yes,telephone,jul,unknown,no
38,self-employed,married,primary,no,no,no,cellular,jul,unknown,no
27,management,single,tertiary,no,no,yes,cellular,jul,unknown,no
32,management,single,tertiary,no,yes,yes,cellular,jul,unknown,no
41,services,divorced,secondary,no,yes,no,cellular,jul,unknown,no
36,blue-collar,married,secondary,no,yes,no,cellular,jul,unknown,no
43,management,divorced,tertiary,no,no,no,cellular,jul,unknown,no
58,retired,married,tertiary,no,no,yes,cellular,jul,unknown,no
34,blue-collar,married,secondary,yes,yes,no,cellular,jul,unknown,no
40,admin.,married,secondary,no,yes,no,cellular,jul,unknown,no
38,blue-collar,married,secondary,no,yes,yes,cellular,jul,unknown,no
34,services,married,primary,no,no,yes,cellular,jul,unknown,no
44,technician,married,tertiary,no,yes,yes,cellular,jul,unknown,no
44,management,married,tertiary,no,no,yes,cellular,jul,unknown,no
47,services,married,secondary,no,yes,no,telephone,jul,unknown,no
31,services,married,secondary,no,yes,no,cellular,jul,unknown,no
41,technician,married,secondary,no,yes,no,cellular,jul,unknown,no
57,technician,married,secondary,no,yes,no,cellular,jul,unknown,no
53,technician,married,tertiary,no,yes,no,cellular,jul,unknown,no
50,technician,married,secondary,no,yes,no,cellular,jul,unknown,no
46,technician,married,secondary,no,no,no,cellular,jul,unknown,no
44,blue-collar,married,secondary,no,no,yes,cellular,jul,unknown,no
42,management,married,tertiary,no,yes,no,cellular,jul,unknown,no
43,unknown,married,primary,no,yes,no,cellular,jul,unknown,no
37,admin.,single,secondary,no,no,no,cellular,jul,unknown,no
48,admin.,married,secondary,no,yes,no,cellular,jul,unknown,no
56,blue-collar,married,primary,no,no,yes,cellular,jul,unknown,no
44,management,single,tertiary,no,yes,no,cellular,jul,unknown,no
26,unemployed,single,secondary,no,no,no,cellular,jul,unknown,yes
35,admin.,married,primary,no,no,no,cellular,jul,unknown,no
35,services,married,secondary,no,no,yes,telephone,jul,unknown,no
28,self-employed,single,tertiary,no,no,no,cellular,jul,unknown,no
54,management,married,secondary,no,no,yes,cellular,jul,unknown,no
36,blue-collar,married,secondary,no,yes,no,cellular,jul,unknown,no
28,blue-collar,single,primary,no,no,yes,cellular,jul,unknown,no
35,admin.,married,secondary,no,no,no,cellular,jul,unknown,no
53,management,married,tertiary,no,yes,no,cellular,jul,unknown,no
60,housemaid,married,primary,no,yes,no,cellular,jul,unknown,no
33,management,married,unknown,no,no,yes,cellular,jul,unknown,no
35,blue-collar,married,secondary,no,no,no,cellular,jul,unknown,no
39,entrepreneur,married,tertiary,no,yes,no,cellular,jul,unknown,no
53,retired,single,tertiary,no,yes,no,cellular,jul,unknown,no
46,entrepreneur,married,secondary,no,yes,no,cellular,jul,unknown,no
41,technician,married,tertiary,no,yes,no,cellular,jul,unknown,no
46,management,married,tertiary,no,no,no,cellular,jul,unknown,no
33,admin.,married,tertiary,no,yes,yes,cellular,jul,unknown,no
50,management,married,unknown,no,no,no,cellular,jul,unknown,no
30,self-employed,married,tertiary,no,yes,yes,cellular,jul,unknown,no
52,technician,married,tertiary,no,yes,no,cellular,jul,unknown,no
46,blue-collar,married,unknown,no,yes,no,cellular,jul,unknown,no
45,blue-collar,divorced,primary,no,yes,no,cellular,jul,unknown,no
57,housemaid,married,primary,no,no,no,telephone,jul,unknown,no
45,management,divorced,tertiary,no,no,yes,cellular,jul,unknown,no
41,management,married,tertiary,no,no,yes,cellular,jul,unknown,no
57,blue-collar,married,secondary,no,no,yes,cellular,jul,unknown,no
41,technician,married,secondary,no,yes,no,cellular,jul,unknown,no
51,self-employed,married,secondary,no,no,yes,cellular,jul,unknown,no
50,services,married,secondary,no,yes,no,cellular,jul,unknown,no
59,self-employed,married,secondary,no,no,no,cellular,jul,unknown,no
44,technician,married,secondary,no,yes,no,cellular,jul,unknown,no
49,admin.,married,secondary,no,no,yes,cellular,jul,unknown,no
26,services,married,secondary,no,no,no,cellular,jul,unknown,no
45,blue-collar,single,secondary,no,yes,no,cellular,jul,unknown,no
34,housemaid,married,primary,no,yes,no,cellular,jul,unknown,no
34,blue-collar,divorced,secondary,no,no,no,cellular,jul,unknown,no
50,self-employed,married,secondary,no,yes,no,cellular,jul,unknown,no
36,admin.,single,secondary,no,no,no,cellular,jul,unknown,no
30,management,married,tertiary,no,yes,no,cellular,jul,unknown,no
54,services,married,secondary,no,no,yes,cellular,jul,unknown,no
44,management,married,secondary,no,yes,no,telephone,jul,unknown,no
45,technician,married,secondary,no,yes,no,cellular,jul,unknown,no
59,management,divorced,primary,no,yes,no,cellular,jul,unknown,no
40,blue-collar,married,primary,no,yes,no,cellular,jul,unknown,yes
45,technician,married,secondary,no,no,no,cellular,jul,unknown,no
59,unemployed,married,tertiary,no,yes,no,cellular,jul,unknown,no
56,technician,married,tertiary,no,no,yes,cellular,jul,unknown,no
40,management,single,tertiary,no,yes,no,cellular,jul,unknown,no
45,services,divorced,secondary,no,yes,no,telephone,jul,unknown,no
53,technician,single,secondary,no,yes,no,cellular,jul,unknown,no
53,blue-collar,married,secondary,no,yes,no,cellular,jul,unknown,no
33,services,married,secondary,no,no,no,cellular,jul,unknown,no
30,management,single,secondary,no,yes,no,cellular,jul,unknown,no
35,technician,married,secondary,no,yes,no,cellular,jul,unknown,no
27,services,single,secondary,no,no,yes,cellular,jul,unknown,no
60,retired,married,primary,no,no,no,cellular,jul,unknown,no
35,admin.,married,secondary,no,yes,no,cellular,jul,unknown,no
33,management,single,tertiary,no,no,yes,telephone,jul,unknown,no
45,blue-collar,married,secondary,no,yes,no,cellular,jul,unknown,no
42,self-employed,married,secondary,no,yes,no,cellular,jul,unknown,no
31,management,married,tertiary,no,yes,no,cellular,jul,unknown,no
51,entrepreneur,married,tertiary,no,yes,no,cellular,jul,unknown,no
52,blue-collar,married,unknown,no,yes,no,cellular,jul,unknown,yes
34,blue-collar,single,secondary,no,yes,no,cellular,jul,unknown,no
56,retired,married,tertiary,no,no,yes,cellular,jul,unknown,no
40,admin.,married,secondary,no,yes,yes,cellular,jul,unknown,no
43,blue-collar,married,secondary,no,no,yes,telephone,jul,unknown,no
44,management,single,tertiary,no,no,no,cellular,jul,unknown,no
37,admin.,married,primary,no,yes,no,cellular,jul,unknown,yes
36,technician,married,tertiary,no,yes,no,cellular,jul,unknown,no
43,blue-collar,single,primary,no,no,no,cellular,jul,unknown,yes
58,entrepreneur,married,tertiary,no,yes,no,telephone,jul,unknown,yes
37,housemaid,married,tertiary,no,yes,no,cellular,jul,unknown,no
31,management,single,unknown,no,no,yes,cellular,jul,unknown,no
55,blue-collar,married,primary,no,no,yes,cellular,jul,unknown,no
47,blue-collar,married,secondary,no,yes,no,cellular,jul,unknown,no
53,housemaid,married,primary,no,yes,no,cellular,jul,unknown,no
41,services,divorced,tertiary,no,yes,no,cellular,jul,unknown,yes
49,blue-collar,married,secondary,no,no,yes,cellular,jul,unknown,yes
40,admin.,divorced,secondary,no,yes,no,cellular,jul,unknown,no
43,management,single,tertiary,no,no,yes,cellular,jul,unknown,no
41,admin.,married,primary,no,yes,no,cellular,jul,unknown,no
30,services,single,primary,no,yes,yes,cellular,jul,unknown,no
36,technician,married,secondary,no,yes,yes,cellular,jul,unknown,no
43,technician,married,secondary,no,yes,yes,cellular,jul,unknown,yes
28,services,single,secondary,no,no,no,cellular,jul,unknown,no
35,housemaid,married,primary,no,yes,no,cellular,jul,unknown,no
36,admin.,single,secondary,no,no,yes,cellular,jul,unknown,no
44,management,married,tertiary,no,no,no,cellular,jul,unknown,no
43,management,divorced,tertiary,no,no,yes,cellular,jul,unknown,no
34,admin.,married,secondary,no,yes,yes,cellular,jul,unknown,no
54,self-employed,married,primary,no,no,yes,telephone,jul,unknown,no
60,blue-collar,married,secondary,no,yes,no,telephone,jul,unknown,no
39,blue-collar,married,secondary,no,yes,yes,cellular,jul,unknown,no
48,technician,married,secondary,no,yes,yes,cellular,jul,unknown,no
46,self-employed,married,tertiary,no,no,no,cellular,jul,unknown,no
33,management,married,tertiary,no,yes,no,cellular,jul,unknown,no
41,management,single,tertiary,no,yes,no,cellular,jul,unknown,no
59,retired,married,unknown,yes,no,yes,cellular,jul,unknown,no
34,technician,married,secondary,no,no,yes,cellular,jul,unknown,no
29,technician,married,secondary,no,yes,no,cellular,jul,unknown,no
25,student,married,tertiary,no,yes,no,cellular,jul,unknown,no
40,admin.,married,secondary,no,yes,no,cellular,jul,unknown,no
35,management,married,tertiary,no,yes,no,cellular,jul,unknown,no
28,self-employed,single,secondary,no,yes,no,cellular,jul,unknown,no
39,management,single,tertiary,no,no,no,cellular,jul,unknown,no
57,services,married,secondary,no,yes,no,cellular,jul,unknown,no
44,technician,married,secondary,no,yes,no,cellular,jul,unknown,no
53,technician,divorced,secondary,no,no,no,cellular,jul,unknown,no
45,management,married,tertiary,no,no,yes,cellular,jul,unknown,no
37,management,married,unknown,no,no,no,cellular,jul,unknown,no
31,services,divorced,unknown,no,no,yes,cellular,jul,unknown,no
42,housemaid,married,secondary,no,yes,no,cellular,jul,unknown,no
60,housemaid,married,secondary,no,no,yes,cellular,jul,unknown,no
31,admin.,single,secondary,no,no,no,cellular,jul,unknown,no
43,retired,single,primary,no,no,yes,telephone,jul,unknown,no
48,technician,married,primary,no,no,no,telephone,jul,unknown,no
35,management,single,unknown,no,no,no,cellular,jul,unknown,no
29,admin.,divorced,tertiary,yes,no,yes,cellular,jul,unknown,yes
44,entrepreneur,married,tertiary,no,yes,no,cellular,jul,unknown,no
54,management,married,primary,no,no,yes,cellular,jul,unknown,no
57,retired,single,secondary,no,yes,no,cellular,jul,unknown,no
55,retired,married,tertiary,no,yes,no,cellular,jul,unknown,no
37,blue-collar,married,unknown,no,yes,no,cellular,jul,unknown,no
41,entrepreneur,married,secondary,no,no,yes,cellular,jul,unknown,no
45,technician,married,secondary,no,yes,no,cellular,jul,unknown,no
57,technician,married,secondary,no,yes,no,telephone,jul,unknown,no
35,management,divorced,tertiary,no,yes,no,cellular,jul,unknown,yes
42,entrepreneur,married,tertiary,no,no,no,cellular,jul,unknown,no
52,management,married,primary,no,no,no,cellular,jul,unknown,no
34,technician,married,secondary,no,no,no,cellular,jul,unknown,no
43,blue-collar,divorced,primary,no,yes,no,cellular,jul,unknown,no
60,retired,married,unknown,no,yes,yes,cellular,jul,unknown,no
57,self-employed,married,secondary,no,no,yes,cellular,jul,unknown,no
32,housemaid,married,secondary,no,no,yes,cellular,jul,unknown,no
34,entrepreneur,married,tertiary,no,yes,yes,cellular,jul,unknown,no
44,blue-collar,single,primary,no,yes,no,cellular,jul,unknown,no
31,management,single,tertiary,no,yes,no,cellular,jul,unknown,no
35,self-employed,married,secondary,no,no,yes,cellular,jul,unknown,no
28,technician,single,secondary,no,no,yes,cellular,jul,unknown,no
41,housemaid,single,secondary,no,no,no,cellular,jul,unknown,no
45,admin.,married,secondary,no,no,no,cellular,jul,unknown,no
35,blue-collar,married,secondary,no,yes,no,cellular,jul,unknown,no
46,technician,married,secondary,yes,no,yes,cellular,jul,unknown,no
28,admin.,single,secondary,no,no,yes,cellular,jul,unknown,no
39,services,divorced,secondary,no,yes,no,cellular,jul,unknown,yes
52,management,married,tertiary,no,yes,no,cellular,jul,unknown,no
33,services,married,secondary,no,yes,no,cellular,jul,unknown,no
54,blue-collar,divorced,primary,no,no,no,cellular,jul,unknown,no
38,management,married,tertiary,yes,yes,yes,cellular,jul,unknown,yes
39,blue-collar,married,secondary,no,yes,yes,cellular,jul,unknown,no
39,technician,single,secondary,no,no,no,telephone,jul,unknown,no
49,technician,single,secondary,no,yes,yes,cellular,jul,unknown,no
42,blue-collar,married,secondary,no,yes,no,telephone,jul,unknown,no
39,services,divorced,secondary,no,yes,no,cellular,jul,unknown,no
50,management,married,secondary,no,no,yes,cellular,jul,unknown,no
57,admin.,married,primary,no,no,no,cellular,jul,unknown,no
